#1	
double load(8760,3) # P(kW) & Q (kvar)	
15307200, 0.51890748, 0.207562992
15310800, 0.552083532, 0.2208334128
15314400, 0.688190412, 0.2752761648
15318000, 0.81664128, 0.326656512
15321600, 0.92297478, 0.369189912
15325200, 0.9570015, 0.3828006
15328800, 0.941689476, 0.3766757904
15332400, 0.968060184, 0.3872240736
15336000, 1.064185668, 0.4256742672
15339600, 0.987625548, 0.3950502192
15343200, 0.895753404, 0.3583013616
15346800, 0.804731928, 0.3218927712
15350400, 0.808985268, 0.3235941072
15354000, 0.824297292, 0.3297189168
15357600, 0.921273444, 0.3685093776
15361200, 1.096511052, 0.4386044208
15364800, 1.172220504, 0.4688882016
15368400, 1.168817832, 0.4675271328
15372000, 1.099063056, 0.4396252224
15375600, 0.879590712, 0.3518362848
15379200, 0.671332893, 0.2685331572
15382800, 0.574353297, 0.2297413188
15386400, 0.535895871, 0.2143583484
15390000, 0.525863499, 0.2103453996
15393600, 0.520847313, 0.2083389252
15397200, 0.540912057, 0.2163648228
15400800, 0.667988769, 0.2671955076
15404400, 0.868636209, 0.3474544836
15408000, 0.910437759, 0.3641751036
15411600, 0.931338534, 0.3725354136
15415200, 0.89455317, 0.357821268
15418800, 0.954747402, 0.3818989608
15422400, 1.021629882, 0.4086519528
15426000, 0.954747402, 0.3818989608
15429600, 0.854423682, 0.3417694728
15433200, 0.779180892, 0.3116723568
15436800, 0.76914852, 0.307659408
15440400, 0.811786101, 0.3247144404
15444000, 0.935518689, 0.3742074756
15447600, 1.091856486, 0.4367425944
15451200, 1.15372278, 0.461489112
15454800, 1.149542625, 0.45981705
15458400, 1.07011968, 0.428047872
15462000, 0.861947961, 0.3447791844
15465600, 0.677789532, 0.2711158128
15469200, 0.583174242, 0.2332696968
15472800, 0.548768682, 0.2195074728
15476400, 0.532426041, 0.2129704164
15480000, 0.530705763, 0.2122823052
15483600, 0.554789655, 0.221915862
15487200, 0.683810505, 0.273524202
15490800, 0.867020112, 0.3468080448
15494400, 0.940131927, 0.3760527708
15498000, 0.981418599, 0.3925674396
15501600, 0.958194846, 0.3832779384
15505200, 0.970236792, 0.3880947168
15508800, 1.055390553, 0.4221562212
15512400, 1.01496402, 0.405985608
15516000, 0.917768313, 0.3671073252
15519600, 0.830034135, 0.332013654
15523200, 0.849817332, 0.3399269328
15526800, 0.863579556, 0.3454318224
15530400, 0.934971093, 0.3739884372
15534000, 1.111299588, 0.4445198352
15537600, 1.13538348, 0.454153392
15541200, 1.134523341, 0.4538093364
15544800, 1.072593333, 0.4290373332
15548400, 0.886803309, 0.3547213236
15552000, 0.70577892, 0.282311568
15555600, 0.615160392, 0.2460641568
15559200, 0.56200914, 0.224803656
15562800, 0.538483176, 0.2153932704
15566400, 0.53151252, 0.212605008
15570000, 0.548067828, 0.2192271312
15573600, 0.609061068, 0.2436244272
15577200, 0.730176216, 0.2920704864
15580800, 0.90182862, 0.360731448
15584400, 0.998546472, 0.3994185888
15588000, 1.035142416, 0.4140569664
15591600, 1.079580348, 0.4318321392
15595200, 1.164099552, 0.4656398208
15598800, 1.056054384, 0.4224217536
15602400, 1.030785756, 0.4123143024
15606000, 0.911413272, 0.3645653088
15609600, 0.886144644, 0.3544578576
15613200, 0.878302656, 0.3513210624
15616800, 0.946266552, 0.3785066208
15620400, 1.081323012, 0.4325292048
15624000, 1.11530496, 0.446121984
15627600, 1.085679672, 0.4342718688
15631200, 1.017715776, 0.4070863104
15634800, 0.88004532, 0.352018128
15638400, 0.718735248, 0.2874940992
15642000, 0.631535751, 0.2526143004
15645600, 0.569879541, 0.2279518164
15649200, 0.530243406, 0.2120973624
15652800, 0.5284818, 0.21139272
15656400, 0.532885815, 0.213154326
15660000, 0.571641147, 0.2286564588
15663600, 0.659721447, 0.2638885788
15667200, 0.829716426, 0.3318865704
15670800, 1.014685056, 0.4058740224
15674400, 1.156494339, 0.4625977356
15678000, 1.210223322, 0.4840893288
15681600, 1.255144275, 0.50205771
15685200, 1.082506887, 0.4330027548
15688800, 1.025254692, 0.4101018768
15692400, 0.928366362, 0.3713465448
15696000, 0.877279788, 0.3509119152
15699600, 0.891372636, 0.3565490544
15703200, 0.928366362, 0.3713465448
15706800, 1.054321191, 0.4217284764
15710400, 1.125666234, 0.4502664936
15714000, 1.116858204, 0.4467432816
15717600, 1.046393964, 0.4185575856
15721200, 0.864948546, 0.3459794184
15724800, 0.677905275, 0.27116211
15728400, 0.585661425, 0.23426457
15732000, 0.54127995, 0.21651198
15735600, 0.517783875, 0.20711355
15739200, 0.5186541, 0.20746164
15742800, 0.547371525, 0.21894861
15746400, 0.67355415, 0.26942166
15750000, 0.843248025, 0.33729921
15753600, 1.009461, 0.4037844
15757200, 1.029476175, 0.41179047
15760800, 1.0373082, 0.41492328
15764400, 1.041659325, 0.41666373
15768000, 1.1173689, 0.44694756
15771600, 1.001628975, 0.40065159
15775200, 0.8945913, 0.35783652
15778800, 0.813660375, 0.32546415
15782400, 0.81279015, 0.32511606
15786000, 0.8528205, 0.3411282
15789600, 0.9433239, 0.37732956
15793200, 1.102575075, 0.44103003
15796800, 1.2009105, 0.4803642
15800400, 1.184376225, 0.47375049
15804000, 1.071246975, 0.42849879
15807600, 0.87544635, 0.35017854
15811200, 0.661308174, 0.2645232696
15814800, 0.576330915, 0.230532366
15818400, 0.528373452, 0.2113493808
15822000, 0.516594426, 0.2066377704
15825600, 0.525849375, 0.21033975
15829200, 0.548566068, 0.2194264272
15832800, 0.678135354, 0.2712541416
15836400, 0.844724436, 0.3378897744
15840000, 0.968404209, 0.3873616836
15843600, 0.920446746, 0.3681786984
15847200, 0.90866772, 0.363467088
15850800, 0.957466542, 0.3829866168
15854400, 1.078622238, 0.4314488952
15858000, 0.980183235, 0.392073294
15861600, 0.878378796, 0.3513515184
15865200, 0.804339204, 0.3217356816
15868800, 0.795084255, 0.318033702
15872400, 0.822849102, 0.3291396408
15876000, 0.932225772, 0.3728903088
15879600, 1.083670392, 0.4334681568
15883200, 1.154344548, 0.4617378192
15886800, 1.125738342, 0.4502953368
15890400, 1.050016032, 0.4200064128
15894000, 0.851455308, 0.3405821232
15897600, 0.674608608, 0.2698434432
15901200, 0.571859232, 0.2287436928
15904800, 0.539855328, 0.2159421312
15908400, 0.51374688, 0.205498752
15912000, 0.51795792, 0.207183168
15915600, 0.550804032, 0.2203216128
15919200, 0.679661856, 0.2718647424
15922800, 0.798413184, 0.3193652736
15926400, 0.902004768, 0.3608019072
15930000, 0.941588544, 0.3766354176
15933600, 0.927271008, 0.3709084032
15937200, 0.950852832, 0.3803411328
15940800, 1.05697104, 0.422788416
15944400, 0.973592448, 0.3894369792
15948000, 0.88852944, 0.355411776
15951600, 0.794202144, 0.3176808576
15955200, 0.799255392, 0.3197021568
15958800, 0.8211528, 0.32846112
15962400, 0.92221776, 0.368887104
15966000, 1.092343776, 0.4369375104
15969600, 1.155509376, 0.4622037504
15973200, 1.156351584, 0.4625406336
15976800, 1.087290528, 0.4349162112
15980400, 0.870843072, 0.3483372288
15984000, 0.665818062, 0.2663272248
15987600, 0.567514899, 0.2270059596
15991200, 0.52868928, 0.211475712
15994800, 0.519602433, 0.2078409732
15998400, 0.517950279, 0.2071801116
16002000, 0.535297896, 0.2141191584
16005600, 0.660035523, 0.2640142092
16009200, 0.843424617, 0.3373698468
16012800, 0.892989237, 0.3571956948
16016400, 0.914467239, 0.3657868956
16020000, 0.895467468, 0.3581869872
16023600, 0.937597395, 0.375038958
16027200, 1.011118248, 0.4044472992
16030800, 0.938423472, 0.3753693888
16034400, 0.858294003, 0.3433176012
16038000, 0.781468842, 0.3125875368
16041600, 0.765773379, 0.3063093516
16045200, 0.800468613, 0.3201874452
16048800, 0.928510548, 0.3714042192
16052400, 1.0739001, 0.42956004
16056000, 1.133377644, 0.4533510576
16059600, 1.126769028, 0.4507076112
16063200, 1.055726406, 0.4222905624
16066800, 0.85085931, 0.340343724
16070400, 0.667197687, 0.2668790748
16074000, 0.575489556, 0.2301958224
16077600, 0.53846976, 0.215387904
16081200, 0.525849375, 0.21033975
16084800, 0.523325298, 0.2093301192
16088400, 0.546041991, 0.2184167964
16092000, 0.670563123, 0.2682252492
16095600, 0.834628128, 0.3338512512
16099200, 0.903619566, 0.3614478264
16102800, 0.956625183, 0.3826500732
16106400, 0.938956644, 0.3755826576
16110000, 0.954942465, 0.381976986
16113600, 1.036554288, 0.4146217152
16117200, 1.00121721, 0.400486884
16120800, 0.898571412, 0.3594285648
16124400, 0.811911435, 0.324764574
16128000, 0.830421333, 0.3321685332
16131600, 0.844724436, 0.3378897744
16135200, 0.911191797, 0.3644767188
16138800, 1.079463597, 0.4317854388
16142400, 1.098814854, 0.4395259416
16146000, 1.10218029, 0.440872116
16149600, 1.055905545, 0.422362218
16153200, 0.876696078, 0.3506784312
16156800, 0.704158902, 0.2816635608
16160400, 0.614211597, 0.2456846388
16164000, 0.560243214, 0.2240972856
16167600, 0.535400625, 0.21416025
16171200, 0.531974061, 0.2127896244
16174800, 0.542253753, 0.2169015012
16178400, 0.603075264, 0.2412301056
16182000, 0.720435081, 0.2881740324
16185600, 0.88234023, 0.352936092
16189200, 0.969717612, 0.3878870448
16192800, 1.01083638, 0.404334552
16196400, 1.063091481, 0.4252365924
16200000, 1.141902453, 0.4567609812
16203600, 1.035678969, 0.4142715876
16207200, 1.013406303, 0.4053625212
16210800, 0.898616409, 0.3594465636
16214400, 0.874630461, 0.3498521844
16218000, 0.860924205, 0.344369682
16221600, 0.935451972, 0.3741807888
16225200, 1.057094994, 0.4228379976
16228800, 1.073371173, 0.4293484692
16232400, 1.056238353, 0.4224953412
16236000, 0.994560201, 0.3978240804
16239600, 0.869490615, 0.347796246
16243200, 0.714598206, 0.2858392824
16246800, 0.628085106, 0.2512340424
16250400, 0.570121329, 0.2280485316
16254000, 0.526864779, 0.2107459116
16257600, 0.520808862, 0.2083235448
16261200, 0.530325303, 0.2121301212
16264800, 0.568391067, 0.2273564268
16268400, 0.651443643, 0.2605774572
16272000, 0.814088271, 0.3256353084
16275600, 0.990574995, 0.396229998
16279200, 1.121209776, 0.4484839104
16282800, 1.172252505, 0.468901002
16286400, 1.230216282, 0.4920865128
16290000, 1.065841392, 0.4263365568
16293600, 1.009607877, 0.4038431508
16297200, 0.906657288, 0.3626629152
16300800, 0.860805345, 0.344322138
16304400, 0.874647441, 0.3498589764
16308000, 0.907522419, 0.3630089676
16311600, 1.026045366, 0.4104181464
16315200, 1.101311763, 0.4405247052
16318800, 1.099581501, 0.4398326004
16322400, 1.028640759, 0.4114563036
16326000, 0.85647969, 0.342591876
16329600, 0.677751808, 0.2711007232
16333200, 0.5812992, 0.23251968
16336800, 0.541684736, 0.2166738944
16340400, 0.517571584, 0.2070286336
16344000, 0.520155136, 0.2080620544
16347600, 0.545990656, 0.2183962624
16351200, 0.665695232, 0.2662780928
16354800, 0.81381888, 0.325527552
16358400, 0.97744384, 0.390977536
16362000, 1.005001728, 0.4020006912
16365600, 1.032559616, 0.4130238464
16369200, 1.036004352, 0.4144017408
16372800, 1.101454336, 0.4405817344
16376400, 1.004140544, 0.4016562176
16380000, 0.899076096, 0.3596304384
16383600, 0.812096512, 0.3248386048
16387200, 0.80951296, 0.323805184
16390800, 0.854294528, 0.3417178112
16394400, 0.937829376, 0.3751317504
16398000, 1.090258944, 0.4361035776
16401600, 1.16690432, 0.466761728
16405200, 1.156570112, 0.4626280448
16408800, 1.062701056, 0.4250804224
16412400, 0.870657024, 0.3482628096
16416000, 0.66441523, 0.265766092
16419600, 0.581572525, 0.23262901
16423200, 0.536385595, 0.214554238
16426800, 0.52216008, 0.208864032
16430400, 0.53220162, 0.212880648
16434000, 0.5522847, 0.22091388
16437600, 0.678640745, 0.271456298
16441200, 0.827590255, 0.331036102
16444800, 0.94223117, 0.376892468
16448400, 0.92549527, 0.370198108
16452000, 0.911269755, 0.364507902
16455600, 0.956456685, 0.382582674
16459200, 1.07946555, 0.43178622
16462800, 0.96733502, 0.386934008
16466400, 0.881145135, 0.352458054
16470000, 0.810854355, 0.324341742
16473600, 0.800812815, 0.320325126
16477200, 0.81671192, 0.326684768
16480800, 0.926332065, 0.370532826
16484400, 1.060219265, 0.424087706
16488000, 1.122142095, 0.448856838
16491600, 1.10122222, 0.440488888
16495200, 1.038462595, 0.415385038
16498800, 0.84516295, 0.33806518
16502400, 0.675293565, 0.270117426
16506000, 0.57906214, 0.231624856
16509600, 0.544753545, 0.217901418
16513200, 0.51713931, 0.206855724
16516800, 0.52216008, 0.208864032
16520400, 0.55061111, 0.220244444
16524000, 0.67613036, 0.270452144
16527600, 0.78324012, 0.313296048
16531200, 0.879471545, 0.351788618
16534800, 0.933026425, 0.37321057
16538400, 0.919637705, 0.367855082
16542000, 0.94725194, 0.378900776
16545600, 1.04432016, 0.417728064
16549200, 0.958130275, 0.38325211
16552800, 0.87361398, 0.349445592
16556400, 0.790771275, 0.31630851
16560000, 0.794118455, 0.317647382
16563600, 0.817548715, 0.327019486
16567200, 0.919637705, 0.367855082
16570800, 1.075281575, 0.43011263
16574400, 1.148919535, 0.459567814
16578000, 1.13636761, 0.454547044
16581600, 1.08615991, 0.434463964
16585200, 0.871103595, 0.348441438
16588800, 0.6723795, 0.2689518
16592400, 0.569882625, 0.22795305
16596000, 0.53298375, 0.2131935
16599600, 0.523964025, 0.20958561
16603200, 0.522324075, 0.20892963
16606800, 0.537083625, 0.21483345
16610400, 0.65761995, 0.26304798
16614000, 0.825714825, 0.33028593
16617600, 0.8757333, 0.35029332
16621200, 0.8954127, 0.35816508
16624800, 0.88721295, 0.35488518
16628400, 0.927391725, 0.37095669
16632000, 1.009389225, 0.40375569
16635600, 0.93313155, 0.37325262
16639200, 0.861793725, 0.34471749
16642800, 0.7806162, 0.31224648
16646400, 0.7642167, 0.30568668
16650000, 0.786356025, 0.31454241
16653600, 0.91017225, 0.3640689
16657200, 1.0626876, 0.42507504
16660800, 1.1250057, 0.45000228
16664400, 1.11680595, 0.44672238
16668000, 1.040548275, 0.41621931
16671600, 0.840474375, 0.33618975
16675200, 0.660380112, 0.2641520448
16678800, 0.569350272, 0.2277401088
16682400, 0.535420968, 0.2141683872
16686000, 0.522180264, 0.2088721056
16689600, 0.522180264, 0.2088721056
16693200, 0.538731144, 0.2154924576
16696800, 0.662862744, 0.2651450976
16700400, 0.81099312, 0.324397248
16704000, 0.88133436, 0.352533744
16707600, 0.935952264, 0.3743809056
16711200, 0.920228928, 0.3680915712
16714800, 0.929331912, 0.3717327648
16718400, 1.023671928, 0.4094687712
16722000, 0.978157008, 0.3912628032
16725600, 0.88133436, 0.352533744
16729200, 0.813475752, 0.3253903008
16732800, 0.814303296, 0.3257213184
16736400, 0.836646984, 0.3346587936
16740000, 0.899540328, 0.3598161312
16743600, 1.068359304, 0.4273437216
16747200, 1.077462288, 0.4309849152
16750800, 1.079117376, 0.4316469504
16754400, 1.040222808, 0.4160891232
16758000, 0.858990672, 0.3435962688
16761600, 0.700375549, 0.2801502196
16765200, 0.60975864, 0.243903456
16768800, 0.560639194, 0.2242556776
16772400, 0.537773245, 0.215109298
16776000, 0.53353881, 0.213415524
16779600, 0.540313906, 0.2161255624
16783200, 0.600442883, 0.2401771532
16786800, 0.71138508, 0.284554032
16790400, 0.858743418, 0.3434973672
16794000, 0.952747875, 0.38109915
16797600, 1.001020434, 0.4004081736
16801200, 1.048446106, 0.4193784424
16804800, 1.125512823, 0.4502051292
16808400, 1.018805061, 0.4075220244
16812000, 0.996785999, 0.3987143996
16815600, 0.884996915, 0.353998766
16819200, 0.86382474, 0.345529896
16822800, 0.85535587, 0.342142348
16826400, 0.935810135, 0.374324054
16830000, 1.039977236, 0.4159908944
16833600, 1.051833654, 0.4207334616
16837200, 1.038283462, 0.4153133848
16840800, 0.984082694, 0.3936330776
16844400, 0.857049644, 0.3428198576
16848000, 0.71456406, 0.285825624
16851600, 0.62792424, 0.251169696
16855200, 0.57216594, 0.228866376
16858800, 0.5275593, 0.21102372
16862400, 0.52412802, 0.209651208
16866000, 0.53270622, 0.213082488
16869600, 0.5704503, 0.22818012
16873200, 0.64164936, 0.256659744
16876800, 0.80806644, 0.323226576
16880400, 0.9779148, 0.39116592
16884000, 1.1065878, 0.44263512
16887600, 1.15719918, 0.462879672
16891200, 1.21295748, 0.485182992
16894800, 1.05426078, 0.421704312
16898400, 0.99764466, 0.399057864
16902000, 0.89384844, 0.357539376
16905600, 0.85610436, 0.342441744
16909200, 0.86725602, 0.346902408
16912800, 0.900711, 0.3602844
16916400, 1.01394324, 0.405577296
16920000, 1.09028922, 0.436115688
16923600, 1.09028922, 0.436115688
16927200, 1.02166362, 0.408665448
16930800, 0.85267308, 0.341069232
16934400, 0.67097366, 0.268389464
16938000, 0.57766506, 0.231066024
16941600, 0.54118988, 0.216475952
16945200, 0.51659034, 0.206636136
16948800, 0.51828686, 0.207314744
16952400, 0.54203814, 0.216815256
16956000, 0.66418758, 0.265675032
16959600, 0.79481962, 0.317927848
16963200, 0.95683728, 0.382734912
16966800, 0.99076768, 0.396307072
16970400, 1.0094294, 0.40377176
16974000, 1.04166328, 0.416665312
16977600, 1.08831758, 0.435327032
16981200, 0.98058856, 0.392235424
16984800, 0.88897648, 0.355590592
16988400, 0.79906092, 0.319624368
16992000, 0.8100883, 0.32403532
16995600, 0.83468784, 0.333875136
16999200, 0.91951384, 0.367805536
17002800, 1.06117326, 0.424469304
17006400, 1.13921318, 0.455685272
17010000, 1.12648928, 0.450595712
17013600, 1.04420806, 0.417683224
17017200, 0.86268042, 0.345072168
17020800, 0.66445152, 0.265780608
17024400, 0.576352, 0.2305408
17028000, 0.535184, 0.2140736
17031600, 0.51954016, 0.207816064
17035200, 0.5310672, 0.21242688
17038800, 0.54506432, 0.218025728
17042400, 0.67268512, 0.269074048
17046000, 0.80359936, 0.321439744
17049600, 0.91557632, 0.366230528
17053200, 0.91145952, 0.364583808
17056800, 0.89499232, 0.357996928
17060400, 0.92628, 0.370512
17064000, 1.06954464, 0.427817856
17067600, 0.946864, 0.3787456
17071200, 0.86946816, 0.347787264
17074800, 0.8110096, 0.32440384
17078400, 0.79207232, 0.316828928
17082000, 0.80195264, 0.320781056
17085600, 0.91475296, 0.365901184
17089200, 1.03414016, 0.413656064
17092800, 1.09753888, 0.439015552
17096400, 1.0827184, 0.43308736
17100000, 1.01931968, 0.407727872
17103600, 0.83241696, 0.332966784
17107200, 0.67607567, 0.270430268
17110800, 0.58008451, 0.232033804
17114400, 0.54781162, 0.219124648
17118000, 0.51884877, 0.207539508
17121600, 0.52298632, 0.209194528
17125200, 0.54532909, 0.218131636
17128800, 0.67193812, 0.268775248
17132400, 0.76875679, 0.307502716
17136000, 0.84985277, 0.339941108
17139600, 0.91688108, 0.366752432
17143200, 0.91108851, 0.364435404
17146800, 0.9350863, 0.37403452
17150400, 1.0261124, 0.41044496
17154000, 0.94418891, 0.377675564
17157600, 0.8688855, 0.3475542
17161200, 0.78696201, 0.314784804
17164800, 0.79192707, 0.316770828
17168400, 0.80682225, 0.3227289
17172000, 0.91522606, 0.366090424
17175600, 1.05590276, 0.422361104
17179200, 1.14444633, 0.457778532
17182800, 1.11879352, 0.447517408
17186400, 1.06666039, 0.426664156
17190000, 0.85564534, 0.342258136
17193600, 0.66590402, 0.266361608
17197200, 0.570542, 0.2282168
17200800, 0.53956972, 0.215827888
17204400, 0.52408358, 0.209633432
17208000, 0.52326852, 0.209307408
17211600, 0.53712454, 0.214849816
17215200, 0.65286306, 0.261145224
17218800, 0.8069094, 0.32276376
17222400, 0.8598883, 0.34395532
17226000, 0.87700456, 0.350801824
17229600, 0.8884154, 0.35536616
17233200, 0.92264792, 0.369059168
17236800, 0.99600332, 0.398401328
17240400, 0.92264792, 0.369059168
17244000, 0.8680389, 0.34721556
17247600, 0.77593712, 0.310374848
17251200, 0.76289616, 0.305158464
17254800, 0.77675218, 0.310700872
17258400, 0.9169425, 0.366777
17262000, 1.06283824, 0.425135296
17265600, 1.11011172, 0.444044688
17269200, 1.10766654, 0.443066616
17272800, 1.0351262, 0.41405048
17276400, 0.8395118, 0.33580472
17280000, 0.65827632, 0.263310528
17283600, 0.57088728, 0.228354912
17287200, 0.54148536, 0.216594144
17290800, 0.52025064, 0.208100256
17294400, 0.52433424, 0.209733696
17298000, 0.54066864, 0.216267456
17301600, 0.65500944, 0.262003776
17305200, 0.79548528, 0.318194112
17308800, 0.86899008, 0.347596032
17312400, 0.91554312, 0.366217248
17316000, 0.90410904, 0.361643616
17319600, 0.91881, 0.367524
17323200, 1.00946592, 0.403786368
17326800, 0.9637296, 0.38549184
17330400, 0.8657232, 0.34628928
17334000, 0.79385184, 0.317540736
17337600, 0.80773608, 0.323094432
17341200, 0.82325376, 0.329301504
17344800, 0.88695792, 0.354783168
17348400, 1.05193536, 0.420774144
17352000, 1.05275208, 0.421100832
17355600, 1.06336944, 0.425347776
17359200, 1.0331508, 0.41326032
17362800, 0.85102224, 0.340408896
17366400, 0.69273792, 0.277095168
17370000, 0.60740064, 0.242960256
17373600, 0.5605488, 0.22421952
17377200, 0.543816, 0.2175264
17380800, 0.53293968, 0.213175872
17384400, 0.53879616, 0.215518464
17388000, 0.60489072, 0.241956288
17391600, 0.70528752, 0.282115008
17395200, 0.84751632, 0.339006528
17398800, 0.94456656, 0.377826624
17402400, 0.98388864, 0.393555456
17406000, 1.024884, 0.4099536
17409600, 1.09516176, 0.438064704
17413200, 1.003968, 0.4015872
17416800, 0.97133904, 0.388535616
17420400, 0.86843232, 0.347372928
17424000, 0.85086288, 0.340345152
17427600, 0.8450064, 0.33800256
17431200, 0.92950704, 0.371802816
17434800, 1.01986416, 0.407945664
17438400, 1.03408704, 0.413634816
17442000, 1.02404736, 0.409618944
17445600, 0.9746856, 0.38987424
17449200, 0.84835296, 0.339341184
17452800, 0.70344575, 0.2813783
17456400, 0.61583095, 0.24633238
17460000, 0.56865375, 0.2274615
17463600, 0.52484635, 0.20993854
17467200, 0.522319, 0.2089276
17470800, 0.5341133, 0.21364532
17474400, 0.57202355, 0.22880942
17478000, 0.63436485, 0.25374594
17481600, 0.79106055, 0.31642422
17485200, 0.960393, 0.3841572
17488800, 1.08760295, 0.43504118
17492400, 1.1305679, 0.45222716
17496000, 1.1726904, 0.46907616
17499600, 1.02189185, 0.40875674
17503200, 0.9637628, 0.38550512
17506800, 0.8694084, 0.34776336
17510400, 0.83823775, 0.3352951
17514000, 0.84666225, 0.3386649
17517600, 0.88204515, 0.35281806
17521200, 0.98313915, 0.39325566
17524800, 1.07075395, 0.42830158
17528400, 1.0867605, 0.4347042
17532000, 1.01178245, 0.40471298
17535600, 0.8441349, 0.33765396
17539200, 0.66589677, 0.266358708
17542800, 0.575435322, 0.2301741288
17546400, 0.538580658, 0.2154322632
17550000, 0.513452478, 0.2053809912
17553600, 0.515965296, 0.2063861184
17557200, 0.532717416, 0.2130869664
17560800, 0.659195922, 0.2636783688
17564400, 0.769759914, 0.3079039656
17568000, 0.934768296, 0.3739073184
17571600, 0.976648596, 0.3906594384
17575200, 0.985862262, 0.3943449048
17578800, 1.019366502, 0.4077466008
17582400, 1.074648498, 0.4298593992
17586000, 0.964922112, 0.3859688448
17589600, 0.881999118, 0.3527996472
17593200, 0.804939366, 0.3219757464
17596800, 0.814153032, 0.3256612128
17600400, 0.830905152, 0.3323620608
17604000, 0.906289692, 0.3625158768
17607600, 1.04281947, 0.417127788
17611200, 1.115691192, 0.4462764768
17614800, 1.104802314, 0.4419209256
17618400, 1.020204108, 0.4080816432
17622000, 0.848494878, 0.3393979512
17625600, 0.660154, 0.2640616
17629200, 0.5698, 0.22792
17632800, 0.534798, 0.2139192
17636400, 0.513634, 0.2054536
17640000, 0.528286, 0.2113144
17643600, 0.538054, 0.2152216
17647200, 0.652014, 0.2608056
17650800, 0.782254, 0.3129016
17654400, 0.889702, 0.3558808
17658000, 0.897842, 0.3591368
17661600, 0.892958, 0.3571832
17665200, 0.912494, 0.3649976
17668800, 1.055758, 0.4223032
17672400, 0.936914, 0.3747656
17676000, 0.87098, 0.348392
17679600, 0.807488, 0.3229952
17683200, 0.788766, 0.3155064
17686800, 0.78551, 0.314204
17690400, 0.8954, 0.35816
17694000, 1.030524, 0.4122096
17697600, 1.08669, 0.434676
17701200, 1.081806, 0.4327224
17704800, 1.00936, 0.403744
17708400, 0.81807, 0.327228
17712000, 0.661047772, 0.2644191088
17715600, 0.568808548, 0.2275234192
17719200, 0.542916836, 0.2171667344
17722800, 0.511361312, 0.2045445248
17726400, 0.515406892, 0.2061627568
17730000, 0.534825676, 0.2139302704
17733600, 0.657002192, 0.2628008768
17737200, 0.742768488, 0.2971073952
17740800, 0.823680088, 0.3294720352
17744400, 0.879509092, 0.3518036368
17748000, 0.891645832, 0.3566583328
17751600, 0.919964892, 0.3679859568
17755200, 1.00330384, 0.401321536
17758800, 0.917537544, 0.3670150176
17762400, 0.851190032, 0.3404760128
17766000, 0.779987824, 0.3119951296
17769600, 0.78079694, 0.312318776
17773200, 0.79293368, 0.317173472
17776800, 0.89811876, 0.359247504
17780400, 1.030813784, 0.4123255136
17784000, 1.119816544, 0.4479266176
17787600, 1.09635218, 0.438540872
17791200, 1.036477596, 0.4145910384
17794800, 0.827725668, 0.3310902672
17798400, 0.653982252, 0.2615929008
17802000, 0.56640969, 0.226563876
17805600, 0.536683224, 0.2146732896
17809200, 0.520614864, 0.2082459456
17812800, 0.523025118, 0.2092100472
17816400, 0.53427297, 0.213709188
17820000, 0.643537818, 0.2574151272
17823600, 0.782529132, 0.3130116528
17827200, 0.829930794, 0.3319723176
17830800, 0.854033334, 0.3416133336
17834400, 0.870101694, 0.3480406776
17838000, 0.909469176, 0.3637876704
17841600, 0.99623832, 0.398495328
17845200, 0.908665758, 0.3634663032
17848800, 0.866888022, 0.3467552088
17852400, 0.768067608, 0.3072270432
17856000, 0.756016338, 0.3024065352
17859600, 0.76726419, 0.306905676
17863200, 0.905452086, 0.3621808344
17866800, 1.04846049, 0.419384196
17870400, 1.09666557, 0.438666228
17874000, 1.089434808, 0.4357739232
17877600, 1.014716934, 0.4058867736
17881200, 0.821896614, 0.3287586456
17884800, 0.65185527, 0.260742108
17888400, 0.56045121, 0.224180484
17892000, 0.53399214, 0.213596856
17895600, 0.51074023, 0.204296092
17899200, 0.51955992, 0.207823968
17902800, 0.53078498, 0.212313992
17906400, 0.63982842, 0.255931368
17910000, 0.77132198, 0.308528792
17913600, 0.84508666, 0.338034664
17917200, 0.90522091, 0.362088364
17920800, 0.88437437, 0.353749748
17924400, 0.89640122, 0.358560488
17928000, 0.99742676, 0.398970704
17931600, 0.94049967, 0.376199868
17935200, 0.84107771, 0.336431084
17938800, 0.7777363, 0.31109452
17942400, 0.78815957, 0.315263828
17946000, 0.80259179, 0.321036716
17949600, 0.87876184, 0.351504736
17953200, 1.04072342, 0.416289368
17956800, 1.04393058, 0.417572232
17960400, 1.05355206, 0.421420824
17964000, 1.01346256, 0.405385024
17967600, 0.83065444, 0.332261776
17971200, 0.676434, 0.2705736
17974800, 0.59422, 0.237688
17978400, 0.550264, 0.2201056
17982000, 0.531542, 0.2126168
17985600, 0.521774, 0.2087096
17989200, 0.523402, 0.2093608
17992800, 0.591778, 0.2367112
17996400, 0.67969, 0.271876
18000000, 0.817256, 0.3269024
18003600, 0.923076, 0.3692304
18007200, 0.955636, 0.3822544
18010800, 0.986568, 0.3946272
18014400, 1.061456, 0.4245824
18018000, 0.971102, 0.3884408
18021600, 0.938542, 0.3754168
18025200, 0.836792, 0.3347168
18028800, 0.837606, 0.3350424
18032400, 0.829466, 0.3317864
18036000, 0.90354, 0.361416
18039600, 0.996336, 0.3985344
18043200, 1.01343, 0.405372
18046800, 1.00529, 0.402116
